airline_name,author,Destination Country,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,Month,Year,recommended
air-astana,Lindblom Anna-Karin,Kazakhstan,Business Class,10,5,5,4,5,5,3,2014,Yes
air-astana,Wölfert Friedhelm,Germany,Economy,9,5,4,4,3,5,2,2014,Yes
air-astana,Geoffrey Savage,Kazakhstan,Business Class,10,5,4,3,4,5,2,2014,Yes
aer-lingus,A Lynch,Ireland,Economy,8,5,4,4,3,5,5,2013,Yes
aer-lingus,R Billalic,Germany,Economy,10,5,4,4,5,3,4,2013,Yes
aer-lingus,P McCracken,Ireland,Economy,10,4,5,4,0,5,4,2013,Yes
aeroflot-russian-airlines,N Barker,United Kingdom,Economy,2,2,2,4,1,3,6,2012,No
aeroflot-russian-airlines,Alan Sargeant,Australia,Economy,6,4,4,2,0,4,5,2012,Yes
aeroflot-russian-airlines,A Sahni,United States,Economy,8,4,4,4,4,5,5,2012,Yes
air-berlin,Eric Williams,United States,Business Class,7,3,5,4,5,4,7,2015,Yes
air-astana,T Pinkstone,United Kingdom,Business Class,5,3,3,3,2,3,1,2014,Yes
air-astana,Ilyassov Magzhan,Kazakhstan,Business Class,10,5,5,5,4,5,1,2014,Yes
air-astana,Dmitry Kuzin,Russian Federation,Economy,9,4,4,5,4,4,1,2014,Yes
aer-lingus,R McCrea,United States,Economy,6,2,4,2,4,3,4,2013,No
aer-lingus,P Cassin,Ireland,Economy,9,4,4,4,4,4,4,2013,Yes
aer-lingus,D Keenan-Bokr,Germany,Economy,5,4,3,3,4,4,4,2013,No
aeroflot-russian-airlines,A Kuschel,Germany,Economy,8,4,4,4,0,5,5,2012,Yes
aeroflot-russian-airlines,A Kuschel,Germany,Economy,3,1,2,3,3,3,5,2012,No
aeroflot-russian-airlines,J Bacallado,Spain,Economy,7,4,3,4,0,4,5,2012,Yes
aeroflot-russian-airlines,M Danilova,Russian Federation,Economy,3,1,4,4,5,3,5,2012,No
air-berlin,G Jonas,Germany,Business Class,10,5,5,5,5,5,7,2015,Yes
air-berlin,Mihai Serbu,United States,Economy,9,4,5,5,5,4,7,2015,Yes
air-astana,Lindblom Anna-Karin,Kazakhstan,Economy,10,5,4,4,5,5,1,2014,Yes
aer-lingus,Steve Smith,United Kingdom,Economy,8,4,4,0,0,5,4,2013,Yes
aer-lingus,E Brown,Ireland,Economy,8,4,5,0,0,4,4,2013,Yes
aeroflot-russian-airlines,Shuqiu Sun,Belgium,Economy,4,2,2,3,1,3,5,2012,No
aeroflot-russian-airlines,Flo Bertram,United Kingdom,Economy,8,4,3,4,4,5,4,2012,Yes
aeroflot-russian-airlines,A Sharma,United Kingdom,Economy,2,2,1,3,0,1,4,2012,No
air-berlin,Stefan Baldauf,Austria,Economy,8,4,5,5,4,5,6,2015,Yes
air-berlin,Pascal Rink,Germany,Economy,8,4,5,4,4,5,6,2015,Yes
air-berlin,T Henning,Germany,Business Class,10,5,5,5,5,5,6,2015,Yes
air-astana,J Stepan,Czech Republic,Economy,2,4,3,2,0,2,11,2013,No
air-astana,Howard Bullock,Kazakhstan,Business Class,10,5,5,5,0,5,11,2013,Yes
aer-lingus,F Hogan,United Kingdom,Business Class,6,4,3,2,4,3,4,2013,Yes
aer-lingus,Patrick Jordan,Ireland,Business Class,10,5,5,5,0,5,3,2013,Yes
aeroflot-russian-airlines,Y Ren,Australia,Business Class,9,3,4,4,4,5,4,2012,Yes
aeroflot-russian-airlines,Chester Zorc,Germany,Economy,8,4,4,3,5,5,4,2012,Yes
air-berlin,Hugh Dillon,Australia,Economy,1,1,2,1,2,1,5,2015,No
air-astana,Faramarzi Bizhan,Kazakhstan,Business Class,10,4,5,5,4,5,10,2013,Yes
air-astana,Chris Welton,Kazakhstan,Business Class,9,5,5,5,5,4,10,2013,Yes
aer-lingus,B Kennedy,United Kingdom,Economy,9,5,5,0,0,5,3,2013,Yes
aer-lingus,T Coughlan,Ireland,Economy,10,5,5,5,0,5,3,2013,Yes
aeroflot-russian-airlines,A Lam,Australia,Economy,7,3,4,4,3,4,4,2012,Yes
aeroflot-russian-airlines,J Krans,Netherlands,Economy,1,3,1,2,1,1,4,2012,No
air-berlin,M Razak,United Arab Emirates,Economy,4,4,5,4,1,1,5,2015,No
air-berlin,H Mutschler,Germany,Economy,8,5,5,5,0,5,5,2015,Yes
air-astana,Simon Williams,Malaysia,Business Class,9,5,5,3,5,5,10,2013,Yes
air-astana,Sargeant Alan,Australia,Business Class,9,4,5,5,4,4,9,2013,Yes
aer-lingus,C Lawrence,United Kingdom,Economy,7,3,5,3,0,3,2,2013,Yes
aer-lingus,M Wickham,Ireland,Economy,9,4,5,4,0,4,2,2013,Yes
aeroflot-russian-airlines,Wilbert Duits,Netherlands,Economy,7,3,3,4,1,4,3,2012,Yes
aeroflot-russian-airlines,Josef Sonntag,Israel,Economy,9,4,5,4,4,5,3,2012,Yes
air-berlin,Eelco van den Heuvel,Netherlands,Economy,10,4,2,4,1,4,5,2015,Yes
air-berlin,C Wheelock,Sweden,Economy,2,3,4,4,5,2,4,2015,No
air-astana,Ekaterina Kurs,Russian Federation,Economy,10,4,5,4,4,5,8,2013,Yes
air-astana,S Yuen,Hong Kong,Economy,10,4,5,5,4,5,8,2013,Yes
aer-lingus,Alan Glazen,United States,Business Class,8,4,5,4,4,4,2,2013,Yes
aer-lingus,Adrian Schaf,Germany,Economy,9,4,5,4,4,4,2,2013,Yes
aeroflot-russian-airlines,A Langefors,Sweden,Economy,9,5,4,4,4,5,3,2012,Yes
aeroflot-russian-airlines,M Ivana,Serbia,Economy,8,4,4,4,4,5,2,2012,Yes
air-berlin,F Vanhall,Switzerland,Business Class,10,5,5,5,5,5,3,2015,Yes
air-berlin,V Paul,Romania,Economy,9,5,4,5,5,5,3,2015,Yes
air-astana,J Martynov,Australia,Economy,1,3,1,4,1,1,7,2013,No
air-astana,D Thomas,Kazakhstan,Business Class,9,4,5,5,4,4,6,2013,Yes
aer-lingus,P Magalee,United States,Economy,6,2,4,4,4,3,2,2013,No
aer-lingus,J Noveral,United States,Economy,9,4,5,2,5,4,2,2013,Yes
aer-lingus,B Lally,United States,Economy,10,5,5,5,5,4,1,2013,Yes
aeroflot-russian-airlines,Y Kiselev,Norway,Economy,8,4,4,4,4,4,2,2012,Yes
aeroflot-russian-airlines,Rohan Mehra,United Kingdom,Economy,2,3,1,0,0,1,1,2012,No
aeroflot-russian-airlines,M Massoli,China,Economy,2,3,1,2,3,3,1,2012,No
air-berlin,Dante Vargas,Czech Republic,Economy,7,4,4,2,4,4,3,2015,Yes
air-berlin,Cooper Stephen,Australia,Economy,7,4,4,3,1,4,1,2015,Yes
air-astana,Donenbay Murat,Kazakhstan,Economy,10,4,5,5,4,5,6,2013,Yes
air-astana,M Jose,United Kingdom,Economy,7,3,4,4,2,4,6,2013,Yes
air-astana,A Csenki,Kazakhstan,Economy,9,5,5,5,4,4,5,2013,Yes
aer-lingus,Les Hatchard,United Kingdom,Economy,10,4,5,4,0,5,1,2013,Yes
aer-lingus,Sean Leonard,Ireland,Economy,9,4,5,3,0,4,1,2013,Yes
aer-lingus,Alison O'Connor,United Kingdom,Economy,10,4,5,0,0,4,1,2013,Yes
aeroflot-russian-airlines,G Mabbott,United Kingdom,Economy,1,1,1,1,1,1,1,2012,No
aeroflot-russian-airlines,M Prynzoff,Germany,Economy,9,5,5,4,3,5,1,2012,Yes
air-berlin,Hakansson Nils Peter,Sweden,Economy,1,2,1,1,1,1,1,2015,No
air-berlin,M Manev,Germany,Economy,8,4,3,3,4,4,1,2015,Yes
air-berlin,Karim Lankarany,Germany,Economy,9,4,5,4,3,4,12,2014,Yes
air-astana,Nadine Kassas,Kazakhstan,Business Class,9,4,5,4,4,4,5,2013,Yes
air-astana,D Lindblom,Kazakhstan,Business Class,10,4,5,5,0,4,4,2013,Yes
air-astana,K Skakov,Kazakhstan,Economy,9,4,5,5,4,5,4,2013,Yes
air-astana,Talgat Dairbekov,Kazakhstan,Business Class,10,4,5,5,4,5,4,2013,Yes
aer-lingus,A Briggs,United Kingdom,Economy,9,4,4,0,0,5,1,2013,Yes
aer-lingus,S Thornton,United States,Economy,9,4,4,3,5,4,1,2013,Yes
aer-lingus,P Jacob,Germany,Economy,8,4,5,0,0,4,1,2013,Yes
aer-lingus,J McGarran,United States,Economy,8,3,5,4,4,4,1,2013,Yes
aeroflot-russian-airlines,J Snow,Canada,Economy,5,3,2,3,0,3,1,2012,No
aeroflot-russian-airlines,L Elmasry,United Kingdom,Economy,8,3,4,4,4,5,1,2012,Yes
aeroflot-russian-airlines,B Valkier,France,Economy,9,4,5,5,3,5,1,2012,Yes
air-berlin,G Tucker,Australia,Economy,2,2,4,0,1,4,12,2014,No
air-berlin,M Vasilis,Italy,Economy,1,3,1,1,1,1,12,2014,No
air-berlin,A Kegel,Switzerland,Business Class,9,5,4,2,4,5,12,2014,Yes
air-berlin,C Will,United States,Economy,6,1,3,3,5,3,11,2014,Yes
air-astana,Charles Clarke,Kazakhstan,Economy,8,5,5,4,4,4,4,2013,Yes
air-astana,C Jason,United Kingdom,Economy,10,5,4,4,4,5,3,2013,Yes
air-astana,R Hartley,Kazakhstan,Economy,9,4,5,4,0,5,2,2013,Yes
aer-lingus,G Carroll,Singapore,Economy,10,4,5,4,3,4,1,2013,Yes
aer-lingus,David Simpson,United Kingdom,Economy,9,4,4,3,0,4,1,2013,Yes
aer-lingus,J Joseph,United States,Business Class,10,4,5,5,4,5,1,2013,Yes
aeroflot-russian-airlines,J Kuchta,Netherlands,Economy,5,3,1,3,3,1,1,2012,No
aeroflot-russian-airlines,Andrew Coogans,United Kingdom,Economy,9,5,5,4,0,5,12,2011,Yes
aeroflot-russian-airlines,E Arcala,Spain,Economy,7,4,3,4,2,5,12,2011,Yes
air-berlin,R Ortmann,Germany,Business Class,2,1,4,2,0,1,11,2014,No
air-berlin,Larson Dave,United States,Economy,8,4,4,4,5,4,11,2014,Yes
air-berlin,W Quick,Australia,Economy,1,1,2,1,3,1,11,2014,No
air-astana,A Mellows,Kazakhstan,Economy,10,5,5,5,5,5,2,2013,Yes
air-astana,Sandy Yang,China,Economy,9,5,4,4,2,5,2,2013,Yes
air-astana,Geoff Savage,Kazakhstan,Business Class,9,3,4,4,4,4,2,2013,Yes
aer-lingus,Robert Barrigan,United Kingdom,Economy,8,4,5,4,0,5,1,2013,Yes
aer-lingus,William Noonan,United Kingdom,Economy,3,3,4,3,0,1,12,2012,No
aer-lingus,G McArdle,United Kingdom,Business Class,9,4,5,5,3,4,12,2012,Yes
aer-lingus,E Snyman,United States,Economy,2,1,0,1,3,0,12,2012,No
aeroflot-russian-airlines,R Miller,United States,Economy,9,4,5,4,5,5,12,2011,Yes
aeroflot-russian-airlines,A Shkaruba,Hungary,Economy,3,3,2,3,1,3,12,2011,No
aeroflot-russian-airlines,R Blaes,Belgium,Economy,7,4,3,3,1,4,12,2011,Yes
aeroflot-russian-airlines,D Radojevic,Russian Federation,Business Class,7,2,4,5,4,3,12,2011,Yes
air-berlin,C Rief,United States,Economy,10,4,5,4,4,5,10,2014,Yes
air-berlin,Eelco van den Heuvel,Netherlands,Economy,4,3,1,3,3,4,10,2014,No
air-astana,Shanaka Gooneratne,Australia,Economy,8,4,4,5,3,4,11,2012,Yes
aer-lingus,Seamus Ryle,Ireland,Business Class,10,5,5,4,4,4,12,2012,Yes
aer-lingus,Gavin Hickey,Ireland,Economy,9,4,5,5,3,4,12,2012,Yes
aer-lingus,R Southam,United Kingdom,Economy,9,4,4,4,0,5,12,2012,Yes
aeroflot-russian-airlines,J Kaartinen,Finland,Economy,7,4,3,3,5,5,12,2011,Yes
aeroflot-russian-airlines,M Matsuda,United Kingdom,Economy,8,4,4,4,1,4,12,2011,Yes
aeroflot-russian-airlines,A Milossavlyevich,Serbia,Economy,7,4,4,4,4,5,11,2011,Yes
aeroflot-russian-airlines,P Primic,Croatia,Economy,8,4,3,5,5,4,11,2011,Yes
air-berlin,S Majid,Malaysia,Economy,1,1,2,3,2,2,10,2014,No
air-berlin,A Barnett,United States,Business Class,9,5,5,4,4,5,10,2014,Yes
aer-lingus,Jonathan Rubins,United States,Economy,9,5,5,4,5,5,11,2012,Yes
aer-lingus,K Campbell,United Kingdom,Economy,10,4,5,4,5,5,11,2012,Yes
aeroflot-russian-airlines,L Santiago,Spain,Economy,7,3,3,3,4,4,11,2011,Yes
aeroflot-russian-airlines,Colin Smith,United Kingdom,Economy,9,4,4,5,5,5,11,2011,Yes
aeroflot-russian-airlines,G Cleaver,United Kingdom,Economy,7,5,4,5,2,4,11,2011,Yes
air-botswana,T Conti,South Africa,Economy,10,0,0,0,0,0,9,2014,Yes
air-berlin,Heinz Haffner,United States,Business Class,1,2,2,2,1,1,9,2014,No
air-berlin,S Owen,Australia,Economy,2,4,1,2,3,4,9,2014,No
air-berlin,H Mutschler,Germany,Economy,8,5,5,5,5,5,9,2014,Yes
aer-lingus,R Morgan,United Kingdom,Economy,6,2,4,0,1,3,11,2012,Yes
aer-lingus,Sheila Buddle,Ireland,Economy,2,2,4,0,0,3,11,2012,No
aer-lingus,Valerio De Ambroggi,Italy,Economy,8,3,4,3,4,5,11,2012,Yes
aeroflot-russian-airlines,R Shapurko,Canada,Economy,8,4,4,5,4,5,10,2011,Yes
aeroflot-russian-airlines,Benni Brenner,Germany,Economy,3,3,2,3,4,2,10,2011,No
aeroflot-russian-airlines,M Burns,Germany,Business Class,8,4,4,4,3,5,10,2011,Yes
air-botswana,Lucia Okumura,Australia,Economy,10,0,0,0,0,0,7,2014,Yes
air-botswana,P Drysdale,Botswana,Economy,8,0,0,0,0,0,9,2013,Yes
air-botswana,J Kemp,France,Economy,10,5,4,3,1,5,9,2013,Yes
air-berlin,H Mutschler,Germany,Economy,10,5,5,5,5,5,9,2014,Yes
air-berlin,T Karten,United States,Economy,5,1,4,4,4,3,9,2014,No
air-berlin,M Schmidt,Germany,Economy,1,1,1,2,3,2,9,2014,No
air-berlin,Clive Cottle,Germany,Economy,10,5,5,5,3,5,9,2014,Yes
aer-lingus,D Cahill,Ireland,Economy,10,4,5,4,0,4,11,2012,Yes
aer-lingus,Cathy Pettersen,United States,Economy,10,5,5,4,5,5,11,2012,Yes
aer-lingus,D Maher,Ireland,Economy,8,4,5,4,0,5,11,2012,Yes
aer-lingus,P McCracken,Ireland,Economy,8,4,4,4,4,5,11,2012,Yes
aeroflot-russian-airlines,R Langford,United Kingdom,Economy,4,3,2,1,3,3,10,2011,Yes
aeroflot-russian-airlines,J Depaepe,Belgium,Economy,7,4,3,3,4,4,10,2011,Yes
air-berlin,C Goddard,United States,Economy,9,5,5,4,5,5,9,2014,Yes
air-berlin,Glenda Vogelpoel,Germany,Economy,7,4,3,4,0,4,9,2014,Yes
air-berlin,Tim Page,United Kingdom,Economy,10,4,5,5,4,5,9,2014,Yes
air-berlin,A Kendall,United Arab Emirates,Economy,9,3,4,4,4,5,8,2014,Yes
aer-lingus,Alan O'Connor,Ireland,Economy,10,5,5,3,3,5,11,2012,Yes
aer-lingus,E O'Sullivan,Ireland,Economy,10,5,5,5,5,5,11,2012,Yes
aer-lingus,Craig Cutts,United Kingdom,Economy,4,3,3,0,0,2,11,2012,No
air-berlin,J Kwiatkowski,Poland,Economy,10,4,5,3,2,5,8,2014,Yes
aer-lingus,C McCarthy,United Kingdom,Economy,10,4,4,0,0,3,11,2012,Yes
aer-lingus,David O'Sullivan,Ireland,Economy,1,2,1,0,1,1,10,2012,No
aer-lingus,G McArdle,United Kingdom,Economy,9,4,4,4,0,4,10,2012,Yes
air-berlin,A Holster,United States,Economy,9,3,4,4,5,5,7,2014,Yes
air-berlin,T Jones,United Kingdom,Business Class,5,5,3,2,4,3,7,2014,No
air-berlin,C O'Brien,Australia,Economy,10,4,5,4,0,5,7,2014,Yes
air-berlin,S Gregorn,Slovenia,Economy,1,1,1,1,1,1,7,2014,No
air-busan,B Vincent,Australia,Economy,10,4,5,3,2,5,5,2014,Yes
air-busan,A Arriens,Netherlands,Economy,9,3,4,3,5,4,11,2013,Yes
aer-lingus,Jordan Patrick,Ireland,Economy,9,5,5,4,0,5,10,2012,Yes
aer-lingus,W Pechler,Netherlands,Business Class,8,4,4,3,1,5,10,2012,Yes
aer-lingus,J Tozer,Australia,Business Class,3,4,3,2,3,3,10,2012,No
air-berlin,Barker Milton,United States,Business Class,8,4,5,5,5,5,7,2014,Yes
air-berlin,S Winterfeld,United States,Economy,1,2,2,1,4,1,7,2014,No
air-berlin,M Howe,Australia,Economy,10,5,5,5,4,5,7,2014,Yes
air-busan,Chris Dore,United Kingdom,Economy,10,5,5,1,0,4,11,2013,Yes
aer-lingus,Steve Laird,United Kingdom,Business Class,2,1,4,3,0,3,10,2012,No
aer-lingus,Martin Latz,Germany,Business Class,10,5,5,4,5,5,10,2012,Yes
aer-lingus,Martin Latz,Germany,Economy,5,2,1,1,0,3,10,2012,No
aer-lingus,T Bogden,United States,Economy,7,4,4,4,5,4,9,2012,Yes
air-berlin,M Manev,Germany,Economy,8,3,3,3,4,5,6,2014,Yes
air-berlin,L Buckley,United States,Economy,2,1,3,2,1,2,6,2014,No
air-berlin,Pranav Sharma,India,Economy,9,4,3,4,3,5,6,2014,Yes
aer-lingus,P McDonnell,United States,Economy,9,4,5,0,0,4,9,2012,Yes
aer-lingus,J Barrett,United Kingdom,Economy,1,5,1,0,0,1,9,2012,No
aer-lingus,M Nobre,Portugal,Economy,10,4,5,5,5,5,9,2012,Yes
aer-lingus,P McCracken,Ireland,Economy,9,4,5,4,0,4,9,2012,Yes
air-berlin,Agnes Williams,United States,Economy,9,4,5,4,4,5,6,2014,Yes
air-berlin,S Hawkins,United Kingdom,Economy,1,1,1,1,1,1,6,2014,No
aer-lingus,T Williams,United States,Economy,9,4,4,4,5,5,9,2012,Yes
aer-lingus,M Linnie,Ireland,Economy,10,5,5,5,5,5,8,2012,Yes
aer-lingus,John Owen,United Kingdom,Business Class,9,4,4,4,4,4,8,2012,Yes
air-berlin,L Warren,United States,Economy,5,3,3,3,4,3,6,2014,No
air-berlin,J Fraz,Philippines,Economy,10,4,5,4,3,5,6,2014,Yes
air-berlin,Martin Hammer,Germany,Business Class,1,1,4,3,3,2,5,2014,No
aer-lingus,J McKerney,United Kingdom,Economy,5,4,2,3,0,4,8,2012,No
aer-lingus,J Jenkins,Canada,Economy,2,3,3,2,2,1,8,2012,No
aer-lingus,Deborah Meighan,United States,Economy,10,4,5,4,5,5,8,2012,Yes
aer-lingus,Fred Püss,Estonia,Economy,10,5,5,4,0,5,8,2012,Yes
air-berlin,M Cowan,United Arab Emirates,Economy,1,1,3,3,2,1,5,2014,No
air-berlin,Robert Bumann,Germany,Economy,1,1,1,1,1,1,5,2014,No
air-berlin,Khawla Amin,Qatar,Economy,8,3,5,4,4,4,5,2014,Yes
aer-lingus,T Dwyer,Ireland,Economy,2,3,2,0,0,1,8,2012,No
aer-lingus,Alan Robb,Ireland,Economy,1,1,1,1,0,1,7,2012,No
aer-lingus,R Willsea,United States,Economy,3,3,4,4,4,3,7,2012,No
air-berlin,Michael Shipley,United Kingdom,Economy,3,2,2,1,3,3,4,2014,No
air-berlin,Kai Matuschewski,Germany,Economy,7,3,3,3,2,5,4,2014,Yes
air-berlin,H Mutschler,Germany,Economy,10,4,5,5,0,5,4,2014,Yes
air-berlin,Roger Stone,Australia,Economy,7,5,4,4,0,4,4,2014,Yes
aer-lingus,O Best,United Kingdom,Economy,9,4,5,4,4,4,7,2012,Yes
aer-lingus,B Parkinson,United Kingdom,Economy,10,4,5,4,5,4,7,2012,Yes
aer-lingus,S Muller,United States,Economy,5,3,3,3,3,2,7,2012,No
air-berlin,R Birkelund,Norway,Economy,6,3,3,2,1,5,4,2014,Yes
air-berlin,A Rodriguez,United States,Economy,4,2,1,2,4,3,4,2014,Yes
air-berlin,J Kuntz,Germany,Economy,6,3,4,1,2,5,4,2014,Yes
aer-lingus,A Clarke,Ireland,Economy,9,4,5,3,0,5,7,2012,Yes
aer-lingus,P Donnan,United Kingdom,Economy,2,4,2,0,0,3,7,2012,No
aer-lingus,John Lyons,Australia,Economy,8,4,4,0,0,4,7,2012,Yes
aer-lingus,N Hanley,Ireland,Economy,10,5,5,5,0,5,7,2012,Yes
air-berlin,D Ellard,Austria,Economy,5,3,1,3,5,2,4,2014,Yes
air-berlin,Eelco van den Heuvel,Netherlands,Economy,7,1,3,4,1,4,3,2014,Yes
air-berlin,Anthony Acosta,United States,Economy,2,1,3,3,5,2,3,2014,No
air-berlin,C Mayr,Austria,Economy,9,4,5,4,2,4,3,2014,Yes
aer-lingus,Janet Barrett,United Kingdom,Business Class,5,1,4,4,0,1,7,2012,No
aer-lingus,A Dwyer,United States,Economy,8,4,4,3,5,4,7,2012,Yes
aer-lingus,K Donegan,Germany,Economy,7,4,3,3,0,4,7,2012,Yes
aer-lingus,Nicola Harvey,United Kingdom,Economy,2,3,2,4,0,2,6,2012,No
air-berlin,Edo Gerkema,Netherlands,Economy,6,2,2,1,3,3,2,2014,No
air-berlin,Jay Ananth,United States,Economy,9,5,4,3,2,3,2,2014,Yes
air-berlin,M Malina,Czech Republic,Economy,8,3,4,4,5,5,2,2014,Yes
air-berlin,B Baser,Switzerland,Economy,8,4,4,3,1,5,1,2014,Yes
aer-lingus,George Nobbs,United Kingdom,Economy,8,3,5,0,0,4,6,2012,Yes
aer-lingus,Charlie Gerstein,United States,Economy,3,2,3,4,4,3,6,2012,No
aer-lingus,J Cousins,United Kingdom,Economy,9,4,5,4,5,5,6,2012,Yes
air-berlin,R Thomas,United Kingdom,Economy,3,2,2,2,1,2,12,2013,No
air-berlin,Carmel Monaghan,Australia,Economy,2,1,2,1,4,2,11,2013,No
air-berlin,S Song,Romania,Economy,2,2,3,3,4,2,11,2013,No
aer-lingus,Roderick McGrath,United Kingdom,Economy,10,5,5,5,0,5,6,2012,Yes
aer-lingus,Holly Mcintyie,Netherlands,Economy,9,5,5,4,4,5,6,2012,Yes
aer-lingus,E Neptune,United States,Economy,1,1,1,1,1,1,6,2012,No
air-canada,Anu Gunasekera,Canada,Economy,3,1,1,1,1,1,7,2015,No
air-berlin,T Donovan,United States,Economy,5,2,4,3,3,3,11,2013,No
air-berlin,C Epure,Germany,Economy,1,2,1,2,1,2,11,2013,No
air-berlin,Alexander Mokretsov,Russian Federation,Economy,9,4,4,5,5,5,10,2013,Yes
aer-lingus,J Browner,Ireland,Economy,8,4,5,4,5,4,6,2012,Yes
aer-lingus,Gary Greene,United States,Business Class,9,3,5,5,5,4,6,2012,Yes
aer-lingus,A Souts,United States,Economy,9,4,4,4,5,4,5,2012,Yes
air-canada,E R Subra,United States,Economy,1,1,1,1,2,1,7,2015,No
air-canada,Nariner Rakkar,United Kingdom,Economy,1,1,4,2,1,1,7,2015,No
air-canada,T Eldem,Canada,Business Class,5,2,2,2,2,3,7,2015,Yes
air-berlin,Alex Hempel,Australia,Economy,7,3,4,3,0,3,10,2013,Yes
air-berlin,Andrew Jones,United Kingdom,Economy,8,3,4,4,5,3,10,2013,Yes
air-berlin,Daisuke Ito,Germany,Economy,7,4,4,5,0,5,10,2013,Yes
aer-lingus,William O'Mara,Ireland,Economy,5,4,2,4,4,4,5,2012,No
aer-lingus,G Millar,United Kingdom,Economy,5,4,4,0,0,4,5,2012,Yes
aer-lingus,Peter Paul Ng,United States,Economy,9,4,5,4,5,5,5,2012,Yes
aer-lingus,C Perman,United Kingdom,Economy,8,4,5,0,0,5,5,2012,Yes
air-canada,James Crawford,Canada,Economy,3,3,2,1,3,2,7,2015,No
air-canada,Asĺam Kermali,Canada,Economy,1,1,1,1,1,2,7,2015,No
air-berlin,P Knap,Germany,Economy,9,4,4,4,2,5,10,2013,Yes
air-berlin,Y Raltseva,United Kingdom,Economy,9,4,5,4,0,3,10,2013,Yes
air-berlin,Joerg Lehnert,Germany,Economy,2,2,1,1,1,2,10,2013,No
aer-lingus,T Lester,United States,Business Class,8,4,5,5,4,4,5,2012,Yes
aer-lingus,Ignacio Tofino,Spain,Economy,9,3,5,5,0,5,5,2012,Yes
aer-lingus,R D Kivett,United Kingdom,Economy,8,4,4,4,5,5,5,2012,Yes
aer-lingus,J Milne,United Kingdom,Economy,10,5,5,5,0,5,5,2012,Yes
air-canada,J Cowles,United Kingdom,Business Class,8,3,4,4,4,3,7,2015,Yes
air-berlin,G Mayer,Israel,Economy,2,3,4,4,3,2,10,2013,No
air-berlin,L Thornton,United States,Business Class,7,1,5,5,4,4,9,2013,Yes
aer-lingus,Mark Hurter,Switzerland,Economy,6,4,3,4,0,3,4,2012,Yes
aer-lingus,P Cook,United Kingdom,Economy,1,3,2,3,1,3,4,2012,No
aer-lingus,Gerry Thompson,Switzerland,Business Class,8,3,5,5,0,5,4,2012,Yes
air-canada,Ellis Kennedy,Canada,Economy,4,3,2,1,5,1,7,2015,No
air-canada,T Eldem,Canada,Business Class,5,2,4,2,1,2,7,2015,Yes
air-canada,Cornelia Janssen,Belgium,Business Class,8,5,5,3,4,4,7,2015,Yes
air-berlin,Pei-Kuan Feng,United States,Economy,9,5,5,5,5,3,9,2013,Yes
air-berlin,Martin Alexander,United States,Economy,3,2,4,3,3,2,9,2013,No
aer-lingus,J Wood,United Kingdom,Economy,5,3,2,3,1,3,4,2012,Yes
aer-lingus,D Goss,Ireland,Economy,9,4,5,5,0,5,4,2012,Yes
aer-lingus,D Olsson,Spain,Economy,6,3,3,3,4,5,3,2012,Yes
aer-lingus,Ian Smith,United Kingdom,Economy,8,4,4,4,3,4,3,2012,Yes
air-canada,Clayton Ksenych,Canada,Economy,4,2,4,3,1,1,7,2015,No
air-canada,Ashton Pittman,United States,Economy,2,2,3,3,3,1,7,2015,No
air-canada,Marie Mermillod Dupoizat,France,Economy,1,1,1,1,1,1,7,2015,No
air-berlin,R Paterson,United States,Economy,8,4,4,3,3,5,9,2013,Yes
air-berlin,R Christopher,New Zealand,Economy,5,5,2,3,0,3,9,2013,No
air-berlin,J Stevenson,United States,Economy,9,4,5,4,5,5,8,2013,Yes
aer-lingus,Colin Boakes,United Kingdom,Business Class,9,5,5,5,4,5,2,2012,Yes
aer-lingus,J Fox,Ireland,Economy,9,4,5,4,0,5,2,2012,Yes
aer-lingus,D O'Sullivan,Ireland,Economy,5,4,1,0,0,2,1,2012,No
aer-lingus,I Cairns,Ireland,Economy,5,3,5,4,0,4,1,2012,No
air-canada-rouge,Roger Duarte Neves,Canada,Economy,4,1,4,1,1,2,8,2015,No
air-canada,Sydnie Jimerson,United States,Economy,1,2,3,1,3,2,7,2015,No
air-canada,Ahmed Emad ,Canada,Economy,1,1,1,1,1,1,7,2015,No
air-berlin,M Manev,Germany,Economy,10,2,4,3,3,5,8,2013,Yes
air-berlin,Olszewski Tomasz,Poland,Economy,10,5,5,3,4,5,8,2013,Yes
aer-lingus,J Depaepe,Belgium,Economy,8,4,4,3,0,5,12,2011,Yes
aer-lingus,C Bulman,Ireland,Economy,10,5,5,3,5,5,12,2011,Yes
air-canada-rouge,Mustapha Aissaoui,Canada,Economy,2,1,4,2,1,1,7,2015,No
air-canada-rouge,Colin Dinh,Canada,Economy,8,3,5,5,3,4,7,2015,Yes
air-canada,Linda Irvine,Canada,Economy,9,4,5,3,5,4,7,2015,Yes
air-canada,T Eldem,Canada,Economy,2,2,1,1,2,2,7,2015,No
air-berlin,A Kovacevic,United States,Economy,2,1,3,2,3,1,8,2013,No
air-berlin,C Epure,Germany,Economy,2,4,1,2,4,2,8,2013,Yes
aer-lingus,M Davis,Ireland,Economy,9,4,5,4,0,4,12,2011,Yes
aer-lingus,I McCracken,United Kingdom,Economy,10,5,5,5,5,5,12,2011,Yes
